Ckey,Symph_Bar,Call_Num,Title,Druid,Purl
4527153,36105024047438,G7823 .S4 S50 .C5 8363-IV,Shandong sheng,sr062rh3468,https://purl.stanford.edu/sr062rh3468
4527153,36105024047537,G7823 .S4 S50 .C5 8366-II,Shandong sheng,sz992dw0998,https://purl.stanford.edu/sz992dw0998
4527153,36105024047594,G7823 .S4 S50 .C5 8367-IV,Shandong sheng,th170mf1992,https://purl.stanford.edu/th170mf1992
4527153,36105024047925,G7823 .S4 S50 .C5 8164-IV,Shandong sheng,th338vm5558,https://purl.stanford.edu/th338vm5558
4527153,36105024047636,G7823 .S4 S50 .C5 8263-II,Shandong sheng,th377qm8490,https://purl.stanford.edu/th377qm8490
4527153,36105024047818,G7823 .S4 S50 .C5 8267-II,Shandong sheng,th515bk3225,https://purl.stanford.edu/th515bk3225
4527153,36105024048576,G7823 .S4 S50 .C5 8568-IV,Shandong sheng,tj245fk8606,https://purl.stanford.edu/tj245fk8606
4527153,36105024047677,G7823 .S4 S50 .C5 8264-II,Shandong sheng,tm339wm9301,https://purl.stanford.edu/tm339wm9301
4527153,36105024047552,G7823 .S4 S50 .C5 8366-IV,Shandong sheng,tn930pm4526,https://purl.stanford.edu/tn930pm4526
4527153,36105024047883,G7823 .S4 S50 .C5 8164-II,Shandong sheng,tz744kq3009,https://purl.stanford.edu/tz744kq3009
4527153,36105024048352,G7823 .S4 S50 .C5 8466-III,Shandong sheng,vk333hm2666,https://purl.stanford.edu/vk333hm2666
4527153,36105024048519,G7823 .S4 S50 .C5 8568-I,Shandong sheng,vs127rb8347,https://purl.stanford.edu/vs127rb8347
4527153,36105024047461,G7823 .S4 S50 .C5 8364-III,Shandong sheng,vt955gr2503,https://purl.stanford.edu/vt955gr2503
4527153,36105024047933,G7823 .S4 S50 .C5 8166-III,Shandong sheng,vv638nf2436,https://purl.stanford.edu/vv638nf2436
4527153,36105024048501,G7823 .S4 S50 .C5 8568-II,Shandong sheng,vz964gs7379,https://purl.stanford.edu/vz964gs7379
4527153,36105024048477,G7823 .S4 S50 .C5 8467-I,Shandong sheng,wb580qs1306,https://purl.stanford.edu/wb580qs1306
4527153,36105024047685,G7823 .S4 S50 .C5 8264-III,Shandong sheng,wc504sp9862,https://purl.stanford.edu/wc504sp9862
4527153,36105024047578,G7823 .S4 S50 .C5 8367-II,Shandong sheng,wd966ww4453,https://purl.stanford.edu/wd966ww4453
4527153,36105024047982,G7823 .S4 S50 .C5 8567-II,Shandong sheng,wj758xt8445,https://purl.stanford.edu/wj758xt8445
4527153,36105024048394,G7823 .S4 S50 .C5 8469-II,Shandong sheng,wn594gm5006,https://purl.stanford.edu/wn594gm5006
4527153,36105024048386,G7823 .S4 S50 .C5 8466-I,Shandong sheng,ws863kz8716,https://purl.stanford.edu/ws863kz8716
4527153,36105024048444,G7823 .S4 S50 .C5 8468-III,Shandong sheng,ww871gk0612,https://purl.stanford.edu/ww871gk0612
4527153,36105024048543,G7823 .S4 S50 .C5 8569-III,Shandong sheng,xg911jk5708,https://purl.stanford.edu/xg911jk5708
4527153,36105024047941,G7823 .S4 S50 .C5 8166-II,Shandong sheng,xj684sc1121,https://purl.stanford.edu/xj684sc1121
4527153,36105024047503,G7823 .S4 S50 .C5 8365-III,Shandong sheng,xk035tt0902,https://purl.stanford.edu/xk035tt0902
4527153,36105024047719,G7823 .S4 S50 .C5 8264-IV,Shandong sheng,xm265sr1773,https://purl.stanford.edu/xm265sr1773
4527153,36105024047867,G7823 .S4 S50 .C5 8163-II,Shandong sheng,xn464yz1458,https://purl.stanford.edu/xn464yz1458
4527153,36105024048006,G7823 .S4 S50 .C5 8166-IV,Shandong sheng,xq473cd1864,https://purl.stanford.edu/xq473cd1864
4527153,36105024048485,G7823 .S4 S50 .C5 8467-III,Shandong sheng,xy286hj7196,https://purl.stanford.edu/xy286hj7196
4527153,36105024047743,G7823 .S4 S50 .C5 8266-I,Shandong sheng,yh875qn1466,https://purl.stanford.edu/yh875qn1466
4527153,36105024047875,G7823 .S4 S50 .C5 8163-I,Shandong sheng,yq296tw0576,https://purl.stanford.edu/yq296tw0576
4527153,36105024047529,G7823 .S4 S50 .C5 8366-I,Shandong sheng,ys091jx9955,https://purl.stanford.edu/ys091jx9955
4527153,36105024047511,G7823 .S4 S50 .C5 8365-IV,Shandong sheng,yv029zc6439,https://purl.stanford.edu/yv029zc6439
4527153,36105024047792,G7823 .S4 S50 .C5 8164-III,Shandong sheng,zp100yx7711,https://purl.stanford.edu/zp100yx7711
